gender,age,number_of_kids,day,online_hours
MALE,43,3,6,2.216666666666667
MALE,43,3,7,2.7333333333333334
MALE,43,3,8,2.65
MALE,43,3,9,4.449999999999999
MALE,43,3,10,7.4833333333333325
MALE,43,3,11,8.5
MALE,43,3,12,4.666666666666666
MALE,43,3,13,0.9666666666666667
MALE,43,3,14,4.55
MALE,43,3,15,3.5
MALE,43,3,16,0.5833333333333334
MALE,43,3,17,9.783333333333333
MALE,43,3,18,9.783333333333333
MALE,43,3,19,2.7666666666666666
MALE,43,3,20,5.633333333333334
MALE,43,3,21,1.85
MALE,28,0,1,8.6
MALE,28,0,2,8.9
MALE,28,0,3,1.4833333333333334
MALE,28,0,4,8.583333333333334
MALE,28,0,5,8.316666666666666
MALE,28,0,6,8.95
MALE,28,0,7,7.416666666666667
MALE,28,0,8,5.800000000000001
MALE,28,0,9,7.1
MALE,28,0,10,8.15
MALE,28,0,11,8.583333333333334
MALE,28,0,12,8.866666666666667
MALE,28,0,14,6.533333333333333
MALE,28,0,15,7.75
MALE,28,0,16,7.816666666666667
MALE,28,0,17,6.716666666666667
MALE,28,0,18,7.9
MALE,28,0,19,8.033333333333333
MALE,28,0,20,9.366666666666667
MALE,28,0,21,8.116666666666667
MALE,27,0,1,10.65
MALE,27,0,2,10.066666666666666
MALE,27,0,3,10.133333333333333
MALE,27,0,4,8.25
MALE,27,0,5,8.383333333333333
MALE,27,0,6,7.8
MALE,27,0,7,8.266666666666666
MALE,27,0,8,8.216666666666667
MALE,27,0,9,10.216666666666665
MALE,27,0,10,6.533333333333333
MALE,27,0,11,9.216666666666667
MALE,27,0,12,7.866666666666667
MALE,27,0,13,8.366666666666667
MALE,27,0,14,6.466666666666667
MALE,27,0,15,5.666666666666666
MALE,27,0,16,5.433333333333333
MALE,27,0,17,10.233333333333333
MALE,27,0,18,5.533333333333333
MALE,27,0,19,7.633333333333333
MALE,27,0,20,9.45
MALE,27,0,21,8.583333333333334
MALE,21,0,1,2.65
MALE,21,0,2,4.6499999999999995
MALE,21,0,6,1.6333333333333333
MALE,21,0,7,2.5666666666666664
MALE,21,0,8,3.0666666666666664
MALE,21,0,13,4.8
MALE,21,0,14,2.1833333333333336
MALE,21,0,15,3.1500000000000004
MALE,21,0,16,2.75
MALE,21,0,20,3.7833333333333337
MALE,21,0,21,5.6
MALE,31,3,1,9.433333333333334
MALE,31,3,5,6.416666666666667
MALE,31,3,6,9.816666666666666
MALE,31,3,7,10.483333333333334
MALE,31,3,8,8.633333333333333
MALE,31,3,12,5.566666666666667
MALE,31,3,13,8.116666666666665
MALE,31,3,14,8.216666666666667
MALE,31,3,15,9.250000000000002
MALE,31,3,19,8.966666666666667
MALE,31,3,20,9.75
MALE,31,3,21,9.083333333333334
MALE,42,3,2,5.866666666666667
MALE,42,3,4,8.0
MALE,42,3,5,8.766666666666666
MALE,42,3,6,6.916666666666666
MALE,42,3,7,8.683333333333332
MALE,42,3,8,5.416666666666667
MALE,42,3,9,10.516666666666666
MALE,42,3,11,9.683333333333334
MALE,42,3,12,9.933333333333334
MALE,42,3,13,6.116666666666666
MALE,42,3,14,10.033333333333333
MALE,42,3,15,8.75
MALE,42,3,16,5.933333333333334
MALE,42,3,18,6.85
MALE,42,3,19,8.983333333333334
MALE,42,3,20,7.233333333333333
MALE,42,3,21,10.283333333333333
MALE,19,0,1,3.933333333333333
MALE,19,0,4,10.183333333333334
MALE,19,0,5,4.5
MALE,19,0,6,1.6833333333333333
MALE,19,0,7,1.4333333333333333
MALE,19,0,8,4.433333333333334
MALE,19,0,9,3.7666666666666666
MALE,19,0,11,9.183333333333334
MALE,19,0,12,4.633333333333333
MALE,19,0,13,3.45
MALE,19,0,14,4.666666666666666
MALE,19,0,15,4.366666666666666
MALE,19,0,16,5.0
MALE,19,0,18,7.95
MALE,19,0,19,4.500000000000001
MALE,19,0,20,2.1166666666666667
MALE,19,0,21,4.0
FEMALE,49,1,1,0.7666666666666667
FEMALE,49,1,2,1.7166666666666666
FEMALE,49,1,5,3.4833333333333334
FEMALE,49,1,6,2.75
FEMALE,49,1,7,1.7333333333333334
FEMALE,49,1,8,0.7
FEMALE,49,1,9,2.2
FEMALE,49,1,12,4.6499999999999995
FEMALE,49,1,13,2.8333333333333335
FEMALE,49,1,14,4.633333333333334
FEMALE,49,1,15,2.566666666666667
FEMALE,49,1,16,5.133333333333333
FEMALE,49,1,19,3.333333333333333
FEMALE,49,1,20,2.7333333333333334
FEMALE,49,1,21,1.6333333333333333
MALE,65,3,1,7.6000000000000005
MALE,65,3,2,4.6
MALE,65,3,3,8.183333333333334
MALE,65,3,5,4.366666666666666
MALE,65,3,6,6.8
MALE,65,3,7,4.166666666666667
MALE,65,3,8,7.533333333333333
MALE,65,3,9,7.366666666666667
MALE,65,3,10,5.116666666666667
MALE,65,3,11,7.283333333333333
MALE,65,3,12,4.166666666666667
MALE,65,3,13,3.6500000000000004
MALE,65,3,14,7.3999999999999995
MALE,65,3,16,8.133333333333333
MALE,65,3,17,7.566666666666666
MALE,65,3,18,7.383333333333334
MALE,65,3,19,4.616666666666667
MALE,65,3,20,8.166666666666666
MALE,46,3,1,7.516666666666667
MALE,46,3,2,6.116666666666667
MALE,46,3,3,9.866666666666667
MALE,46,3,4,9.766666666666667
MALE,46,3,5,8.266666666666667
MALE,46,3,7,6.25
MALE,46,3,8,7.783333333333333
MALE,46,3,9,9.383333333333333
MALE,46,3,10,7.683333333333334
MALE,46,3,12,7.433333333333334
MALE,46,3,13,9.9
MALE,46,3,14,7.033333333333333
MALE,46,3,15,5.550000000000001
MALE,46,3,16,7.483333333333333
MALE,46,3,17,10.1
MALE,46,3,19,9.516666666666667
MALE,46,3,20,8.633333333333333
MALE,29,0,1,6.833333333333333
MALE,29,0,2,8.4
MALE,29,0,3,7.666666666666667
MALE,29,0,4,6.483333333333333
MALE,29,0,6,5.683333333333333
MALE,29,0,7,9.966666666666667
MALE,29,0,8,7.433333333333334
MALE,29,0,9,9.166666666666666
MALE,29,0,10,9.316666666666666
MALE,29,0,11,7.883333333333334
MALE,29,0,12,9.683333333333332
MALE,29,0,13,8.433333333333334
MALE,29,0,14,9.716666666666665
MALE,29,0,16,6.533333333333333
MALE,29,0,18,8.3
MALE,29,0,19,7.516666666666667
MALE,29,0,20,9.4
MALE,29,0,21,6.066666666666666
MALE,31,2,1,4.883333333333333
MALE,31,2,2,0.5
MALE,31,2,4,9.933333333333335
MALE,31,2,6,2.2499999999999996
MALE,31,2,7,2.8833333333333333
MALE,31,2,8,4.116666666666667
MALE,31,2,9,0.43333333333333335
MALE,31,2,11,6.016666666666667
MALE,31,2,12,4.800000000000001
MALE,31,2,13,2.7333333333333334
MALE,31,2,14,4.2
MALE,31,2,15,3.9000000000000004
MALE,31,2,16,2.8666666666666667
MALE,31,2,18,5.800000000000001
MALE,31,2,19,4.4
MALE,31,2,20,2.733333333333333
MALE,20,0,1,10.5
MALE,20,0,2,6.233333333333333
MALE,20,0,3,7.0
MALE,20,0,5,5.166666666666667
MALE,20,0,6,5.633333333333333
MALE,20,0,7,8.75
MALE,20,0,8,9.466666666666667
MALE,20,0,9,7.966666666666667
MALE,20,0,10,5.449999999999999
MALE,20,0,11,6.300000000000001
MALE,20,0,12,7.983333333333333
MALE,20,0,13,9.75
MALE,20,0,14,6.3500000000000005
MALE,20,0,17,7.466666666666667
MALE,20,0,18,9.616666666666667
MALE,20,0,19,5.683333333333334
MALE,20,0,21,8.466666666666665
FEMALE,28,4,1,9.083333333333334
FEMALE,28,4,2,6.9
FEMALE,28,4,5,5.633333333333334
FEMALE,28,4,6,7.833333333333333
FEMALE,28,4,7,6.516666666666667
FEMALE,28,4,8,5.8999999999999995
FEMALE,28,4,9,9.200000000000001
FEMALE,28,4,12,4.216666666666667
FEMALE,28,4,13,9.183333333333334
FEMALE,28,4,14,7.4
FEMALE,28,4,15,4.633333333333333
FEMALE,28,4,16,5.316666666666666
FEMALE,28,4,19,6.25
FEMALE,28,4,20,9.799999999999999
FEMALE,28,4,21,7.3
MALE,74,0,1,4.666666666666666
MALE,74,0,2,6.6
MALE,74,0,3,4.55
MALE,74,0,4,3.783333333333333
MALE,74,0,5,6.416666666666666
MALE,74,0,6,6.816666666666666
MALE,74,0,7,5.533333333333333
MALE,74,0,8,5.15
MALE,74,0,9,3.8333333333333335
MALE,74,0,10,4.916666666666667
MALE,74,0,11,4.616666666666667
MALE,74,0,12,5.166666666666667
MALE,74,0,13,8.566666666666666
MALE,74,0,14,7.583333333333333
MALE,74,0,15,4.316666666666666
MALE,74,0,16,8.1
MALE,74,0,17,8.383333333333333
MALE,74,0,18,5.033333333333334
MALE,74,0,19,6.833333333333333
MALE,74,0,20,6.566666666666666
MALE,74,0,21,5.499999999999999
FEMALE,46,2,1,5.1000000000000005
FEMALE,46,2,2,0.8833333333333334
FEMALE,46,2,3,4.566666666666666
FEMALE,46,2,4,4.55
FEMALE,46,2,5,1.4
FEMALE,46,2,6,1.2166666666666668
FEMALE,46,2,7,2.283333333333333
FEMALE,46,2,8,3.5999999999999996
FEMALE,46,2,9,3.3
FEMALE,46,2,10,4.383333333333334
FEMALE,46,2,11,3.7666666666666666
FEMALE,46,2,12,2.3833333333333333
FEMALE,46,2,13,1.0666666666666667
FEMALE,46,2,14,0.45
FEMALE,46,2,15,1.95
FEMALE,46,2,16,1.15
FEMALE,46,2,17,1.5
FEMALE,46,2,18,2.9166666666666665
FEMALE,46,2,19,3.35
FEMALE,46,2,20,4.783333333333333
FEMALE,46,2,21,3.05
FEMALE,26,1,1,2.75
FEMALE,26,1,2,3.9166666666666665
FEMALE,26,1,5,1.0666666666666667
FEMALE,26,1,6,1.2166666666666666
FEMALE,26,1,7,3.8499999999999996
FEMALE,26,1,8,2.75
FEMALE,26,1,9,0.13333333333333333
FEMALE,26,1,12,2.65
FEMALE,26,1,13,1.1333333333333333
FEMALE,26,1,14,1.5166666666666666
FEMALE,26,1,15,4.133333333333334
FEMALE,26,1,16,5.05
FEMALE,26,1,19,3.1166666666666663
FEMALE,26,1,20,1.15
FEMALE,26,1,21,3.583333333333333
MALE,51,4,1,4.783333333333334
MALE,51,4,2,4.566666666666667
MALE,51,4,5,5.85
MALE,51,4,7,4.6000000000000005
MALE,51,4,8,7.983333333333333
MALE,51,4,9,4.383333333333333
MALE,51,4,12,4.6
MALE,51,4,14,6.266666666666667
MALE,51,4,15,4.916666666666667
MALE,51,4,16,7.383333333333334
MALE,51,4,19,5.299999999999999
MALE,51,4,21,7.133333333333334
MALE,28,3,1,8.8
MALE,28,3,2,10.65
MALE,28,3,3,2.6166666666666667
MALE,28,3,5,7.033333333333333
MALE,28,3,6,8.75
MALE,28,3,7,10.966666666666667
MALE,28,3,8,10.433333333333334
MALE,28,3,9,9.6
MALE,28,3,10,0.05
MALE,28,3,12,6.55
MALE,28,3,13,8.466666666666667
MALE,28,3,14,10.2
MALE,28,3,15,8.816666666666666
MALE,28,3,16,8.216666666666667
MALE,28,3,17,2.1666666666666665
MALE,28,3,19,8.066666666666666
MALE,28,3,20,8.033333333333333
MALE,28,3,21,8.3
MALE,28,3,22,1.7833333333333332
MALE,38,4,1,5.583333333333333
MALE,38,4,2,8.05
MALE,38,4,3,5.433333333333333
MALE,38,4,4,9.183333333333334
MALE,38,4,5,9.333333333333334
MALE,38,4,6,6.133333333333334
MALE,38,4,7,7.233333333333333
MALE,38,4,8,9.833333333333334
MALE,38,4,9,10.1
MALE,38,4,10,8.899999999999999
MALE,38,4,11,8.616666666666665
MALE,38,4,12,7.85
MALE,38,4,14,8.983333333333334
MALE,38,4,15,7.45
MALE,38,4,16,10.316666666666666
MALE,38,4,17,6.6
MALE,38,4,18,8.700000000000001
MALE,38,4,19,7.1
MALE,38,4,20,9.85
MALE,38,4,21,8.833333333333334
MALE,30,4,1,6.2
MALE,30,4,2,4.5
MALE,30,4,5,3.6999999999999997
MALE,30,4,6,5.3
MALE,30,4,7,3.9666666666666663
MALE,30,4,9,2.6
MALE,30,4,12,2.4166666666666665
MALE,30,4,13,2.816666666666667
MALE,30,4,14,3.45
MALE,30,4,15,4.266666666666667
MALE,30,4,16,4.716666666666667
MALE,30,4,19,5.533333333333334
MALE,30,4,20,4.183333333333333
MALE,30,4,21,6.216666666666667
MALE,29,0,1,10.0
MALE,29,0,3,6.283333333333333
MALE,29,0,4,10.25
MALE,29,0,5,9.883333333333333
MALE,29,0,6,7.35
MALE,29,0,7,7.2
MALE,29,0,8,8.016666666666667
MALE,29,0,9,5.966666666666666
MALE,29,0,10,8.916666666666666
MALE,29,0,11,7.466666666666667
MALE,29,0,12,9.283333333333333
MALE,29,0,13,8.15
MALE,29,0,14,6.983333333333333
MALE,29,0,15,9.566666666666666
MALE,29,0,16,6.3
MALE,29,0,17,8.516666666666667
MALE,29,0,18,5.8999999999999995
MALE,29,0,19,6.083333333333334
MALE,29,0,20,6.833333333333333
MALE,29,0,21,10.333333333333334
MALE,49,0,1,3.0000000000000004
MALE,49,0,2,3.8166666666666664
MALE,49,0,3,7.1
MALE,49,0,5,1.3833333333333333
MALE,49,0,6,0.6833333333333333
MALE,49,0,7,1.1166666666666667
MALE,49,0,8,1.0666666666666667
MALE,49,0,9,3.533333333333333
MALE,49,0,10,8.483333333333334
MALE,49,0,12,4.183333333333334
MALE,49,0,13,3.266666666666667
MALE,49,0,14,3.9166666666666665
MALE,49,0,15,3.1333333333333337
MALE,49,0,16,2.6666666666666665
MALE,49,0,17,6.333333333333333
MALE,49,0,19,0.5166666666666667
MALE,49,0,20,0.9166666666666667
MALE,49,0,21,1.75
MALE,18,3,1,10.983333333333333
MALE,18,3,2,6.966666666666667
MALE,18,3,4,10.183333333333334
MALE,18,3,6,10.633333333333335
MALE,18,3,7,8.766666666666666
MALE,18,3,8,7.333333333333334
MALE,18,3,9,10.116666666666667
MALE,18,3,11,6.9
MALE,18,3,12,7.666666666666667
MALE,18,3,13,6.483333333333333
MALE,18,3,14,9.633333333333335
MALE,18,3,15,8.966666666666667
MALE,18,3,16,8.950000000000001
MALE,18,3,18,11.783333333333333
MALE,18,3,19,9.633333333333333
MALE,18,3,20,11.383333333333333
MALE,18,3,21,7.45
MALE,23,0,1,9.049999999999999
MALE,23,0,2,7.133333333333334
MALE,23,0,5,9.833333333333334
MALE,23,0,7,7.0
MALE,23,0,8,8.033333333333333
MALE,23,0,12,7.066666666666666
MALE,23,0,14,5.783333333333333
MALE,23,0,15,9.316666666666666
MALE,23,0,16,5.716666666666667
MALE,23,0,19,10.433333333333334
MALE,23,0,21,8.533333333333333
MALE,39,3,1,3.283333333333333
MALE,39,3,2,2.466666666666667
MALE,39,3,5,1.35
MALE,39,3,7,2.3666666666666667
MALE,39,3,8,2.0833333333333335
MALE,39,3,9,1.8166666666666667
MALE,39,3,12,1.7
MALE,39,3,14,3.7333333333333334
MALE,39,3,15,0.8166666666666667
MALE,39,3,16,4.016666666666667
MALE,39,3,19,3.1166666666666667
MALE,39,3,21,3.8
MALE,50,0,1,1.6333333333333333
MALE,50,0,2,1.9333333333333331
MALE,50,0,6,4.8
MALE,50,0,7,4.466666666666667
MALE,50,0,8,3.9
MALE,50,0,9,1.0833333333333333
MALE,50,0,13,1.6666666666666665
MALE,50,0,14,4.266666666666667
MALE,50,0,15,3.633333333333333
MALE,50,0,16,4.816666666666666
MALE,50,0,20,3.3666666666666667
MALE,50,0,21,3.733333333333333
MALE,31,1,1,4.583333333333333
MALE,31,1,2,2.0666666666666664
MALE,31,1,3,5.916666666666667
MALE,31,1,5,1.6666666666666665
MALE,31,1,6,1.1833333333333333
MALE,31,1,7,2.216666666666667
MALE,31,1,8,3.3000000000000003
MALE,31,1,9,3.95
MALE,31,1,10,8.566666666666666
MALE,31,1,12,4.566666666666666
MALE,31,1,13,5.35
MALE,31,1,14,0.8
MALE,31,1,15,2.75
MALE,31,1,16,5.0
MALE,31,1,17,6.183333333333333
MALE,31,1,19,1.3833333333333333
MALE,31,1,20,5.3
MALE,31,1,21,4.783333333333333
MALE,57,2,1,4.8
MALE,57,2,2,2.95
MALE,57,2,5,2.6
MALE,57,2,6,5.15
MALE,57,2,7,1.6333333333333333
MALE,57,2,8,1.6666666666666665
MALE,57,2,9,2.7333333333333334
MALE,57,2,10,5.616666666666666
MALE,57,2,12,1.3833333333333333
MALE,57,2,14,4.316666666666666
MALE,57,2,15,4.966666666666667
MALE,57,2,16,5.1
MALE,57,2,17,5.066666666666666
MALE,57,2,19,2.0166666666666666
MALE,57,2,20,1.9
MALE,57,2,21,3.083333333333333
MALE,23,0,1,8.233333333333334
MALE,23,0,2,8.083333333333334
MALE,23,0,3,6.033333333333333
MALE,23,0,5,8.916666666666666
MALE,23,0,6,9.416666666666668
MALE,23,0,7,9.683333333333334
MALE,23,0,8,5.633333333333334
MALE,23,0,9,8.433333333333334
MALE,23,0,10,8.1
MALE,23,0,11,7.133333333333333
MALE,23,0,12,7.333333333333333
MALE,23,0,13,8.716666666666667
MALE,23,0,14,8.916666666666668
MALE,23,0,15,8.283333333333333
MALE,23,0,16,8.2
MALE,23,0,17,9.566666666666666
MALE,23,0,18,7.1
MALE,23,0,19,7.283333333333333
MALE,23,0,20,6.816666666666667
MALE,23,0,21,5.966666666666667
MALE,36,1,2,5.433333333333334
MALE,36,1,5,5.816666666666667
MALE,36,1,6,7.066666666666667
MALE,36,1,7,8.116666666666667
MALE,36,1,8,0.5333333333333333
MALE,36,1,9,7.483333333333333
MALE,36,1,12,6.066666666666666
MALE,36,1,13,8.9
MALE,36,1,14,7.8999999999999995
MALE,36,1,16,7.916666666666666
MALE,36,1,19,8.766666666666666
MALE,36,1,20,8.0
MALE,36,1,21,8.4
MALE,36,1,22,1.7666666666666666
MALE,45,3,1,8.15
MALE,45,3,2,10.133333333333333
MALE,45,3,5,7.833333333333333
MALE,45,3,6,6.366666666666666
MALE,45,3,7,5.6000000000000005
MALE,45,3,8,8.033333333333333
MALE,45,3,9,7.45
MALE,45,3,12,9.516666666666666
MALE,45,3,14,9.600000000000001
MALE,45,3,15,8.383333333333333
MALE,45,3,19,7.816666666666666
MALE,45,3,20,8.716666666666667
MALE,45,3,21,6.6499999999999995
MALE,69,2,1,4.166666666666667
MALE,69,2,2,0.6666666666666666
MALE,69,2,3,7.633333333333334
MALE,69,2,4,6.433333333333334
MALE,69,2,5,3.833333333333333
MALE,69,2,6,3.7666666666666666
MALE,69,2,7,4.633333333333333
MALE,69,2,8,3.1333333333333337
MALE,69,2,9,4.766666666666667
MALE,69,2,10,4.45
MALE,69,2,11,5.633333333333334
MALE,69,2,12,1.7666666666666666
MALE,69,2,13,4.933333333333334
MALE,69,2,14,2.3666666666666667
MALE,69,2,15,0.3
MALE,69,2,16,3.1833333333333336
MALE,69,2,17,7.033333333333333
MALE,69,2,18,5.666666666666667
MALE,69,2,19,4.7
MALE,69,2,20,1.45
MALE,69,2,21,3.75
FEMALE,68,2,1,1.7166666666666668
FEMALE,68,2,2,0.48333333333333334
FEMALE,68,2,5,1.3666666666666667
FEMALE,68,2,6,1.7666666666666666
FEMALE,68,2,7,4.45
FEMALE,68,2,8,1.35
FEMALE,68,2,9,4.383333333333333
FEMALE,68,2,12,4.266666666666667
FEMALE,68,2,13,1.4
FEMALE,68,2,14,2.1
FEMALE,68,2,15,4.466666666666667
FEMALE,68,2,19,3.2333333333333334
FEMALE,68,2,20,2.933333333333333
FEMALE,68,2,21,1.0666666666666667
MALE,18,0,1,1.7333333333333334
MALE,18,0,2,5.633333333333334
MALE,18,0,3,7.85
MALE,18,0,4,6.566666666666666
MALE,18,0,5,2.033333333333333
MALE,18,0,7,1.1166666666666667
MALE,18,0,8,4.533333333333333
MALE,18,0,9,2.3166666666666664
MALE,18,0,10,6.133333333333333
MALE,18,0,11,9.583333333333334
MALE,18,0,12,0.65
MALE,18,0,13,1.6166666666666667
MALE,18,0,14,1.6333333333333335
MALE,18,0,15,1.45
MALE,18,0,17,6.166666666666666
MALE,18,0,18,9.35
MALE,18,0,19,0.75
MALE,18,0,20,1.3666666666666667
MALE,18,0,21,4.383333333333334
MALE,30,4,1,9.466666666666667
MALE,30,4,2,10.899999999999999
MALE,30,4,3,9.283333333333333
MALE,30,4,4,7.983333333333333
MALE,30,4,5,11.266666666666667
MALE,30,4,6,8.15
MALE,30,4,7,10.166666666666668
MALE,30,4,8,7.866666666666667
MALE,30,4,9,9.183333333333334
MALE,30,4,10,10.700000000000001
MALE,30,4,12,8.25
MALE,30,4,13,7.466666666666667
MALE,30,4,14,8.116666666666667
MALE,30,4,15,8.8
MALE,30,4,16,11.033333333333333
MALE,30,4,17,11.600000000000001
MALE,30,4,18,9.9
MALE,30,4,19,6.8999999999999995
MALE,30,4,20,9.75
MALE,30,4,21,10.0
MALE,39,0,1,5.816666666666666
MALE,39,0,2,6.916666666666667
MALE,39,0,3,6.466666666666667
MALE,39,0,4,6.949999999999999
MALE,39,0,5,4.516666666666667
MALE,39,0,7,7.266666666666667
MALE,39,0,8,5.666666666666667
MALE,39,0,9,5.883333333333333
MALE,39,0,10,7.633333333333333
MALE,39,0,11,6.7333333333333325
MALE,39,0,12,7.5
MALE,39,0,13,5.85
MALE,39,0,14,5.216666666666667
MALE,39,0,15,6.9833333333333325
MALE,39,0,16,4.383333333333334
MALE,39,0,17,8.049999999999999
MALE,39,0,19,8.616666666666667
MALE,39,0,21,4.8
MALE,22,0,1,0.95
MALE,22,0,5,5.6
MALE,22,0,6,3.5999999999999996
MALE,22,0,7,4.7
MALE,22,0,8,2.533333333333333
MALE,22,0,12,4.733333333333333
MALE,22,0,13,2.1333333333333333
MALE,22,0,14,2.3166666666666664
MALE,22,0,15,0.8
MALE,22,0,19,1.2833333333333332
MALE,22,0,20,4.983333333333334
MALE,22,0,21,4.55
MALE,27,3,1,2.5166666666666666
MALE,27,3,2,5.283333333333333
MALE,27,3,3,8.55
MALE,27,3,4,9.833333333333332
MALE,27,3,5,2.3666666666666667
MALE,27,3,6,3.1333333333333333
MALE,27,3,7,4.666666666666666
MALE,27,3,8,3.1333333333333333
MALE,27,3,9,5.433333333333334
MALE,27,3,10,7.616666666666667
MALE,27,3,11,10.316666666666666
MALE,27,3,12,6.816666666666666
MALE,27,3,13,4.483333333333333
MALE,27,3,14,5.983333333333333
MALE,27,3,15,3.25
MALE,27,3,16,2.15
MALE,27,3,17,11.133333333333333
MALE,27,3,18,10.35
MALE,27,3,19,4.783333333333333
MALE,27,3,20,5.7
MALE,27,3,21,5.133333333333334
MALE,19,2,1,10.133333333333333
MALE,19,2,2,10.200000000000001
MALE,19,2,3,6.516666666666667
MALE,19,2,4,10.783333333333333
MALE,19,2,5,8.133333333333333
MALE,19,2,6,10.9
MALE,19,2,7,8.833333333333334
MALE,19,2,8,9.516666666666666
MALE,19,2,9,9.15
MALE,19,2,10,9.733333333333333
MALE,19,2,11,7.449999999999999
MALE,19,2,12,8.066666666666666
MALE,19,2,13,11.333333333333334
MALE,19,2,14,7.9
MALE,19,2,15,7.8999999999999995
MALE,19,2,16,9.616666666666665
MALE,19,2,17,8.833333333333332
MALE,19,2,18,10.533333333333333
MALE,19,2,19,9.35
MALE,19,2,20,7.5
MALE,19,2,21,10.916666666666666
FEMALE,50,4,2,5.966666666666667
FEMALE,50,4,3,9.016666666666667
FEMALE,50,4,4,7.466666666666667
FEMALE,50,4,5,5.766666666666667
FEMALE,50,4,6,4.833333333333334
FEMALE,50,4,7,4.333333333333333
FEMALE,50,4,8,7.75
FEMALE,50,4,9,9.216666666666667
FEMALE,50,4,10,8.216666666666667
FEMALE,50,4,12,5.25
FEMALE,50,4,13,6.166666666666666
FEMALE,50,4,14,8.483333333333333
FEMALE,50,4,15,7.0
FEMALE,50,4,16,7.45
FEMALE,50,4,17,8.683333333333334
FEMALE,50,4,18,9.0
FEMALE,50,4,19,6.15
FEMALE,50,4,20,7.2666666666666675
FEMALE,50,4,21,6.833333333333334
MALE,47,4,1,2.8166666666666664
MALE,47,4,2,1.3833333333333333
MALE,47,4,5,2.85
MALE,47,4,6,0.48333333333333334
MALE,47,4,7,1.5166666666666666
MALE,47,4,9,1.0666666666666667
MALE,47,4,12,1.9
MALE,47,4,13,2.7333333333333334
MALE,47,4,15,2.2333333333333334
MALE,47,4,16,1.2166666666666668
MALE,47,4,19,3.5833333333333335
MALE,47,4,20,4.35
MALE,47,4,21,1.2
FEMALE,23,0,1,8.15
FEMALE,23,0,2,8.633333333333333
FEMALE,23,0,5,5.6
FEMALE,23,0,6,7.333333333333333
FEMALE,23,0,7,5.283333333333333
FEMALE,23,0,8,5.283333333333333
FEMALE,23,0,9,8.55
FEMALE,23,0,10,0.7166666666666667
FEMALE,23,0,12,4.7
FEMALE,23,0,13,7.833333333333333
FEMALE,23,0,14,6.25
FEMALE,23,0,15,7.416666666666667
FEMALE,23,0,16,5.583333333333334
FEMALE,23,0,19,6.0
FEMALE,23,0,20,6.966666666666667
FEMALE,23,0,21,5.433333333333333
FEMALE,31,3,1,1.5833333333333333
FEMALE,31,3,2,3.033333333333333
FEMALE,31,3,3,0.06666666666666667
FEMALE,31,3,4,0.43333333333333335
FEMALE,31,3,5,4.083333333333333
FEMALE,31,3,6,1.1
FEMALE,31,3,7,4.466666666666667
FEMALE,31,3,8,3.6666666666666665
FEMALE,31,3,9,5.383333333333333
FEMALE,31,3,10,2.5166666666666666
FEMALE,31,3,11,3.766666666666667
FEMALE,31,3,12,2.8333333333333335
FEMALE,31,3,13,0.6166666666666667
FEMALE,31,3,14,0.7166666666666667
FEMALE,31,3,15,3.2166666666666663
FEMALE,31,3,16,1.6
FEMALE,31,3,17,0.7
FEMALE,31,3,18,3.9
FEMALE,31,3,19,1.7
FEMALE,31,3,20,2.95
FEMALE,31,3,21,2.6166666666666667
FEMALE,44,2,1,2.4
FEMALE,44,2,2,3.35
FEMALE,44,2,5,0.8333333333333333
FEMALE,44,2,6,1.35
FEMALE,44,2,7,2.3833333333333333
FEMALE,44,2,8,1.5166666666666666
FEMALE,44,2,9,3.4333333333333336
FEMALE,44,2,12,2.8499999999999996
FEMALE,44,2,13,1.6833333333333333
FEMALE,44,2,14,3.316666666666667
FEMALE,44,2,15,4.016666666666667
FEMALE,44,2,16,4.9833333333333325
FEMALE,44,2,19,2.766666666666667
FEMALE,44,2,20,4.466666666666667
FEMALE,44,2,21,5.65
FEMALE,45,0,1,5.683333333333334
FEMALE,45,0,2,7.083333333333334
FEMALE,45,0,5,6.683333333333333
FEMALE,45,0,6,6.6000000000000005
FEMALE,45,0,8,8.0
FEMALE,45,0,9,4.933333333333334
FEMALE,45,0,12,5.083333333333334
FEMALE,45,0,13,4.05
FEMALE,45,0,14,4.633333333333334
FEMALE,45,0,15,6.8500000000000005
FEMALE,45,0,16,5.866666666666666
FEMALE,45,0,19,7.9833333333333325
FEMALE,45,0,20,8.45
FEMALE,45,0,21,6.316666666666666
MALE,64,4,2,6.783333333333333
MALE,64,4,3,4.65
MALE,64,4,4,7.166666666666667
MALE,64,4,5,4.333333333333333
MALE,64,4,6,5.95
MALE,64,4,7,8.083333333333334
MALE,64,4,8,4.55
MALE,64,4,9,6.65
MALE,64,4,10,3.4499999999999997
MALE,64,4,11,6.366666666666667
MALE,64,4,12,4.416666666666667
MALE,64,4,13,7.333333333333334
MALE,64,4,14,6.4
MALE,64,4,15,8.783333333333333
MALE,64,4,16,7.566666666666666
MALE,64,4,17,3.9833333333333334
MALE,64,4,18,8.033333333333333
MALE,64,4,19,6.216666666666667
MALE,64,4,20,7.749999999999999
MALE,64,4,21,4.016666666666667
MALE,59,1,2,7.7
MALE,59,1,5,6.9
MALE,59,1,6,6.733333333333333
MALE,59,1,7,4.683333333333334
MALE,59,1,9,8.466666666666667
MALE,59,1,12,6.25
MALE,59,1,13,4.216666666666667
